severity
6.684841
7.2316704
6.4713073
7.1876783
7.1152716
6.0966525
1.0649468
2.6267474
1.7451518
2.4068205
4.0013604
3.9633718
1.7704157
1.1849285
0.6830924
1.1790464
2.1017103
7.0246577
1.4156839
6.465606
6.4135203
4.5241675
1.8554105
4.649093
3.8355515
0.611789
2.6171665
6.6273623
1.0601828
4.6856356
3.314351
5.1506977
2.6297421
3.9241464
5.3357253
0.042338725
5.488948
1.010151
0.7159851
3.0137532
2.628014
2.6171665
2.38198
2.4605634
1.0865847
2.5212588
8.651869
3.0605693
5.28156
1.8366526
3.6830862
0.3833131
2.0564177
3.6976197
4.9527283
2.5838106
4.48513
4.217409
7.207065
7.5979357
1.1920787
6.02106
1.5646347
5.708529
5.826259
0.473326
7.5538845
7.076748
3.633278
5.252092
2.6019554
3.340752
7.095677
7.04423
1.7364295
2.848427
6.3084254
6.1245375
0.11915807
1.8919449
0.5112516
0.8131083
4.518725
2.8289967
3.5577881
3.3245664
6.3342037
0.36796054
5.4903464
6.2870927
0.68119556
2.7367816
3.928816
4.602365
1.749281
3.4166827
3.9914896
3.1275105
3.348938
3.0359397
1.9656786
3.5671656
6.6893725
5.3498955
8.358848
4.305924
2.8010273
2.963087
0.90692437
3.3841844
8.953652
4.536493
5.327025
6.2952557
6.255355
5.967111
1.272595
4.7810926
4.060169
5.042678
3.2382398
2.9690378
1.18632
1.5974243
9.418467
5.226858
2.675508
2.57665
2.40702
9.967973
1.4587159
7.8680634
8.609495
8.609495
4.9317107
1.2320095
2.977935
7.001785
2.615633
7.168019
8.873704
5.2079725
7.887582
1.994033
2.63082
3.1413271
5.9824243
3.5404198
3.1595917
1.8987794
3.8575518
4.5085726
5.7684035
4.0380297
3.5086482
5.748233
2.105061
4.82013
1.784699
1.3068044
2.9314172
0.8525221
3.026553
3.2173886
3.504482
2.7993577
1.4836439
4.7368937
3.0150602
5.926357
4.6470428
5.20035
5.0953555
0.9986986
7.635293
5.3310666
1.3890907
3.8161337
3.2121124
1.8066951
8.333948
4.2892523
5.1024814
2.1526153
3.098216
3.1460898
6.0188103
1.636453
2.470743
8.901947
2.6950488
5.836382
9.369409
6.76962
2.3807123
6.684841
6.9233446
5.7090173
5.817611
6.658475
2.1252012
2.4068205
4.0013604
3.449564
3.8643787
1.4793245
7.600152
0.3388784
6.712821
1.7041479
4.8011374
5.4687147
1.2750449
4.024234
4.2014694
6.9233446
5.817611
2.444018
4.314373
1.4929334
0.88934374
1.8835005
6.6314187
4.827642
0.86036015
4.1452327
6.0551972
5.3902445
1.030639
5.1154757
3.8002279
3.0738206
3.2380383
4.6765904
1.4365978
1.0403321
0.7068829
1.3589162
5.535246
1.6047109
3.9413474
2.507376
1.2817782
2.7751462
7.9420676
4.826339
5.1154757
3.8002279
3.2380383
4.6765904
7.0686746
6.5279818
0.7365149
9.6642275
7.3028316
1.2476026
2.7232313
0.14052139
1.5260789
1.4820282
3.680707
0.86036015
3.8971164
4.9425454
1.0221436
3.5515866
8.824781
3.4843583
0.1784262
3.4843583
4.267943
0.22918645
0.52958673
2.2453816
3.345007
0.46215385
2.3040462
1.6261638
3.2172632
8.392672
3.2660263
4.144231
3.573146
3.497836
0.6717205
4.280481
4.8887386
3.2292254
8.044573
7.710513
1.5684639
0.829401
8.916979
1.0321379
0.71728
5.771499
2.3673162
5.5614853
0.76041865
2.5590625
2.9922712
2.763833
0.55483836
3.9073546
5.457087
